"Date","Open","High","Low","Settle","Volume","Prev. Day Open Interest"
2016-02-16,58.64,60.05,58.64,59.74,29537,97669
2016-02-12,58.66,58.96,58.39,58.64,20824,89576
2016-02-11,59.19,59.35,58.29,58.71,27468,78937
2016-02-10,58.968454483696,59.290356657609,58.696849524457,59.23,23537,75918
2016-02-09,59.9241015625,60.105171535326,58.596255095109,58.988573369565,29382,81838
2016-02-08,60.306360394022,60.477370923913,59.099227241848,59.954279891304,28634,88480
2016-02-05,60.608143682065,60.950164741848,60.185647078804,60.326479279891,27067,97436
2016-02-04,62.25789232337,62.25789232337,60.346598165761,60.588024796196,30054,99356
2016-02-03,62.509378396739,62.962053328804,62.137179008152,62.308189538043,21476,102660
2016-02-02,61.976227921196,62.871518342391,61.855514605978,62.670329483696,23199,103901
2016-02-01,61.211710258152,62.368546195652,61.211710258152,62.157297894022,22162,109423
2016-01-29,61.704622961957,62.25789232337,61.121175271739,61.493374660326,20615,110104
2016-01-28,61.221769701087,61.885692934783,61.030640285326,61.724741847826,18564,112957
2016-01-27,61.714682404891,61.835395720109,61.06081861413,61.221769701087,17256,112531
2016-01-26,61.815276834239,62.117060122283,61.322364130435,61.7750390625,22023,114772
2016-01-25,62.740745584239,62.861458899457,61.7750390625,61.966168478261,16975,116601
2016-01-22,62.459081182065,63.123004415761,62.418843410326,62.821221127717,12081,116145
2016-01-21,62.338367866848,62.821221127717,62.117060122283,62.459081182065,12695,115516
2016-01-20,62.821221127717,62.831280570652,61.885692934783,62.338367866848,16508,115736
2016-01-19,61.764979619565,63.304074388587,61.664385190217,62.841340013587,25684,115205
2016-01-15,62.278011209239,62.388665081522,61.704622961957,61.7750390625,13020,114762
2016-01-14,62.388665081522,62.831280570652,62.117060122283,62.267951766304,13897,114038
2016-01-13,61.865574048913,62.801102241848,61.865574048913,62.509378396739,14678,115182
2016-01-12,61.865574048913,62.650210597826,61.815276834239,61.956109035326,18298,117570
2016-01-11,61.764979619565,62.650210597826,61.513493546196,61.865574048913,20210,118767
2016-01-08,61.885692934783,62.267951766304,61.674444633152,61.764979619565,17987,121501
2016-01-07,62.278011209239,62.559675611413,61.573850203804,61.79515794837,28770,121454
2016-01-06,62.982172214674,63.052588315217,62.227713994565,62.368546195652,23552,121475
2016-01-05,62.962053328804,63.233658288043,62.881577785326,63.052588315217,11473,121661
2016-01-04,63.656154891304,63.927759850543,62.881577785326,62.982172214674,21928,123846
2015-12-31,64.289899796196,64.289899796196,63.424787703804,63.656154891304,13990,124780
2015-12-30,64.249662024457,64.521266983696,64.159127038043,64.350256453804,5861,123590
2015-12-29,64.481029211957,64.631920855978,64.199364809783,64.249662024457,7647,124256
2015-12-28,64.038413722826,64.823050271739,63.766808763587,64.350256453804,12018,123016
2015-12-24,63.193420516304,64.320078125,63.102885529891,64.038413722826,7646,123534
2015-12-23,63.535441576087,63.746689877717,63.123004415761,63.14312330163,10771,126860
2015-12-22,63.696392663043,64.078651494565,63.434847146739,63.535441576087,6566,128422
2015-12-21,64.199364809783,64.541385869565,63.545501019022,63.696392663043,10485,130283
2015-12-18,63.364431046196,64.310018682065,63.324193274457,64.06859205163,13233,133757
2015-12-17,63.6259765625,63.827165421196,63.243717730978,63.364431046196,12669,135738
2015-12-16,63.656154891304,63.998175951087,63.434847146739,63.6259765625,10996,137391
2015-12-15,63.756749320652,64.380434782609,63.404668817935,63.686333220109,11175,139991
2015-12-14,64.189305366848,64.289899796196,63.354371603261,63.756749320652,15289,142349
2015-12-11,64.149067595109,64.289899796196,63.807046535326,64.0887109375,9727,144952
2015-12-10,65.195249660326,65.22542798913,63.957938179348,64.149067595109,17863,146818
2015-12-09,64.823050271739,65.617746263587,64.410613111413,65.195249660326,20779,143077
2015-12-08,64.953823029891,65.084595788043,64.350256453804,64.823050271739,14017,143092
2015-12-07,65.155011888587,65.165071331522,64.450850883152,64.953823029891,16401,143901
2015-12-04,64.330137567935,65.275725203804,64.128948709239,65.094655230978,20500,140122
2015-12-03,63.776868206522,64.682218070652,63.525382133152,64.330137567935,18301,137449
2015-12-02,63.947878736413,64.310018682065,63.6259765625,63.87746263587,14157,135750
2015-12-01,63.112944972826,63.998175951087,63.102885529891,63.917700407609,17315,134294
2015-11-30,64.330137567935,64.481029211957,62.650210597826,63.012350543478,19997,134544
2015-11-27,64.229543138587,64.541385869565,63.203479959239,64.310018682065,15687,129716
2015-11-25,62.247832880435,64.038413722826,62.21765455163,63.656154891304,26460,128356
2015-11-24,61.976227921196,62.660270040761,61.976227921196,62.308189538043,10949,129547
2015-11-23,63.263836616848,63.37449048913,61.815276834239,61.966168478261,28282,131840
2015-11-20,63.6259765625,63.796987092391,63.123004415761,63.203479959239,13205,131678
2015-11-19,63.314133831522,63.726570991848,63.1632421875,63.495203804348,12994,129880
2015-11-18,63.032469429348,63.495203804348,63.032469429348,63.314133831522,13728,126323
2015-11-17,62.962053328804,63.746689877717,62.921815557065,63.042528872283,19554,125004
2015-11-16,62.177416779891,63.927759850543,62.036584578804,62.982172214674,34843,114704
2015-11-13,62.48925951087,62.7005078125,61.925930706522,62.358486752717,18860,110906
2015-11-12,62.569735054348,63.072707201087,62.398724524457,62.529497282609,18591,103683
2015-11-11,62.288070652174,62.992231657609,62.288070652174,62.68038892663,14529,96350
2015-11-10,62.640151154891,63.37449048913,62.187476222826,62.358486752717,22052,88493
2015-11-09,62.44902173913,62.660270040761,62.076822350543,62.48925951087,16537,82220
2015-11-06,62.580407917741,62.650915378778,62.096928184914,62.107000679348,19264,87847
2015-11-05,62.580407917741,62.751640323117,62.207725623687,62.399103017931,15041,91368
2015-11-04,63.094105133869,63.345917494716,62.248015601422,62.389030523497,25598,98434
2015-11-03,63.829397227543,64.312876960369,62.973235200662,63.023597672832,18448,102516
2015-11-02,63.799179744241,63.89990468858,62.590480412174,63.748817272071,16345,105216
2015-10-30,62.81207528972,63.89990468858,62.81207528972,63.779034755373,14875,106492
2015-10-29,63.144467606038,63.376134978018,62.610625401042,62.771785311984,12247,109240
2015-10-28,62.791930300852,63.35598998915,62.650915378778,63.12432261717,9437,109936
2015-10-27,62.81207528972,63.638019833299,62.63077038991,62.791930300852,10783,110062
2015-10-26,63.134395111604,63.204902572642,62.358813040195,62.580407917741,13481,111740
2015-10-23,63.204902572642,63.527222394526,62.872510256323,63.214975067075,9767,112600
2015-10-22,64.695631748857,65.158966492816,62.822147784154,62.973235200662,22515,115374
2015-10-21,64.111427071691,65.128749009514,64.111427071691,64.695631748857,20798,114531
2015-10-20,63.930122171881,64.333021949237,63.617874844431,64.242369499332,8768,114896
2015-10-19,64.413601904708,64.534471837915,63.416424955753,63.698454799902,13053,115344
2015-10-16,64.010702127352,64.413601904708,63.325772505848,64.312876960369,11027,116300
2015-10-15,64.21215201603,64.222224510464,63.607802349997,63.89990468858,12831,116357
2015-10-14,64.322949454803,64.544544332348,63.869687205278,64.222224510464,16751,115200
2015-10-13,62.096928184914,64.62512428782,61.976058251707,64.322949454803,33594,117475
2015-10-12,62.26816059029,62.640842884344,61.95591326284,62.137218162649,10666,119214
2015-10-09,62.026420723877,62.691205356513,61.41199856341,62.056638207178,19130,120104
2015-10-08,62.721422839815,62.902727739625,61.885405801802,62.167435645951,12052,121066
2015-10-07,62.4494654901,62.932945222927,62.227870612554,62.499827962269,12089,122160
2015-10-06,62.348740545761,62.781857806418,62.157363151517,62.530045445571,11679,122964
2015-10-05,60.636416492,62.681132862079,60.636416492,62.318523062459,21716,122801
2015-10-02,60.747213930773,61.643665935389,60.515546558794,60.575981525397,9437,122442
2015-10-01,60.737141436339,61.502651013315,60.334241658984,61.039316269356,15061,122924
2015-09-30,61.331418607939,62.016348229443,60.213371725777,60.878156358414,17660,121918
2015-09-29,61.18033119143,61.694028407558,60.988953797186,61.442216046711,8552,121247
2015-09-28,60.757286425207,61.391853574542,60.535691547661,61.190403685864,8828,120481
2015-09-25,60.535691547661,61.613448452087,60.535691547661,61.079606247091,13637,121502
2015-09-24,60.314096670116,61.240766158034,60.132791770306,60.747213930773,14866,122033
2015-09-23,60.404749120021,60.878156358414,60.213371725777,60.404749120021,12461,120921
2015-09-22,60.888228852847,61.311273619071,60.293951681248,60.434966603323,16552,119930
2015-09-21,60.908373841715,61.36163609124,60.535691547661,61.2306936636,18874,119817
2015-09-18,62.852365267455,62.932945222927,60.837866380678,60.988953797186,29674,117593
