"","V1"
"1997-02-20",-0.00517580695528702
"1997-02-21",0.00141221047813379
"1997-02-24",0.00282471005424933
"1997-02-25",0.00382210396184494
"1997-02-26",0.00225548109923735
"1997-02-27",-0.00398675242502573
"1997-02-28",-0.00605933861997835
"1997-03-03",0.00397323695033468
"1997-03-04",-0.000766578119035786
"1997-03-05",0.00125152989760781
"1997-03-06",0.00653885049955914
"1997-03-07",0.00477681310600135
"1997-03-10",0.00402212137082922
"1997-03-11",0.00189436997379972
"1997-03-12",-0.00977586870457271
"1997-03-13",-0.00583470869124277
"1997-03-14",0.00561610361555917
"1997-03-17",-0.00697976967701367
"1997-03-18",-0.00403543965725082
"1997-03-19",0.000539028228214898
"1997-03-20",-0.00169820723799198
"1997-03-21",0.00151473447252406
"1997-03-24",0.000831700274831803
"1997-03-25",-0.00330324424260449
"1997-03-26",0.00111204658356461
"1997-03-27",-0.00777084152768046
"1997-03-31",-0.00743106968341753
"1997-04-01",0.00278124865539813
"1997-04-02",-0.0108104414743296
"1997-04-03",-0.0044272190578614
"1997-04-04",0.00361202999971989
"1997-04-07",0.00152496434726557
"1997-04-08",0.00372066614854952
"1997-04-09",0.000223234743381216
"1997-04-10",-0.00219516807453827
"1997-04-11",-0.0118321763076043
"1997-04-14",0.00403020222096529
"1997-04-15",0.00372163449398731
"1997-04-16",-0.000585736172927594
"1997-04-17",0.000803118509269467
"1997-04-18",0.00441118485119382
"1997-04-21",0.00199098571356833
"1997-04-22",0.0079134126850359
"1997-04-23",0.00312349928523554
"1997-04-24",-0.00115967580432048
"1997-04-25",0.000108860572270399
"1997-04-28",0.00124194692912837
"1997-04-29",0.0137851403626937
"1997-04-30",0.00124191560925845
"1997-05-01",-0.00421262753558101
"1997-05-02",0.00455235986910896
"1997-05-05",0.00636279105723317
"1997-05-06",0.00127044911615985
"1997-05-07",-0.00661028114432044
"1997-05-08",0.00782494657754999
"1997-05-09",0.00787999178454675
"1997-05-12",0.0145784710728894
"1997-05-13",-0.000502538960140049
"1997-05-14",0.00375509785645112
"1997-05-15",0.00436745760458689
"1997-05-16",-0.0019163708800101
"1997-05-19",0.000734719802546253
"1997-05-20",0.00556559458068367
"1997-05-21",0.000163421793219228
"1997-05-22",-0.00277629879559271
"1997-05-23",0.000841250284318126
"1997-05-27",-0.000321891366633291
"1997-05-28",0.00446692548653266
"1997-05-29",0.00412589842418953
"1997-05-30",-0.00725269617755637
"1997-06-02",-0.00677621498515554
"1997-06-03",-0.00194562077499714
"1997-06-04",-0.00186170758614659
"1997-06-05",0.00157866143416146
"1997-06-06",0.00762945875087616
"1997-06-09",0.00120060059108292
"1997-06-10",0.00473418037488814
"1997-06-11",0.00509245292120537
"1997-06-12",0.00804396913432968
"1997-06-13",0.00536676185966398
"1997-06-16",-0.00363027781758926
"1997-06-17",-0.00211512729540907
"1997-06-18",-0.00629668245292601
"1997-06-19",0.00435263710862979
"1997-06-20",-0.00538210666749954
"1997-06-23",-0.00507370605194147
"1997-06-24",0.00807446884446771
"1997-06-25",-0.000407296375269343
"1997-06-26",-0.000409760762322364
"1997-06-27",0.00137014584095244
"1997-06-30",-0.00286351671972664
"1997-07-01",0.00851859022437178
"1997-07-02",0.00899261814961214
"1997-07-03",0.00112296032454539
"1997-07-04",0.000921504389792394
"1997-07-07",-0.00868588932239402
"1997-07-08",-0.00242346516200853
"1997-07-09",-0.00883041626090193
"1997-07-10",0.000669402021425662
"1997-07-11",0.00344922751488294
"1997-07-14",0.00252572927782732
"1997-07-15",0.00469948011871544
"1997-07-16",0.00639468332090984
"1997-07-17",0.00320677253152186
"1997-07-18",-0.00986770596605173
"1997-07-21",0.000891809419572769
"1997-07-22",0.0128109277224336
"1997-07-23",-0.000477463765157824
"1997-07-24",0.00675956650525048
"1997-07-25",0.00401849421407025
"1997-07-28",-0.00526686618008041
"1997-07-29",0.00460264303290535
"1997-07-30",0.00339003233396738
"1997-07-31",0.00358385993947775
"1997-08-01",-0.00228109192023084
"1997-08-04",0.00620406681973079
"1997-08-05",0.00680829437155962
"1997-08-06",-0.0016872401978594
"1997-08-07",-0.0034169229603683
"1997-08-08",-0.00863274440537171
"1997-08-11",0.00087213766272988
"1997-08-12",-0.00364921656631786
"1997-08-13",-0.00157729322580817
"1997-08-14",-0.00406903443536152
"1997-08-15",-0.0170532853411075
"1997-08-18",0.00212792663708976
"1997-08-19",0.00652548519298254
"1997-08-20",0.00667406809357443
"1997-08-21",-0.00819852372831582
"1997-08-22",-0.000356217322996392
"1997-08-25",-0.00573957406031756
"1997-08-26",-0.0100508398616526
"1997-08-27",0.00562539303177902
"1997-08-28",-0.00911471466715142
"1997-08-29",0.00335830241000635
"1997-09-01",0.00515934748970024
"1997-09-02",0.00793828261200113
"1997-09-03",-0.00236552995515772
"1997-09-04",0.00183692265462021
"1997-09-05",0.00199829661767219
"1997-09-08",-0.00276921705940929
"1997-09-09",0.000262256886420211
"1997-09-10",-0.00740143591053464
"1997-09-11",-0.00239524847559312
"1997-09-12",0.00787762299108308
"1997-09-15",0.000242713472323982
"1997-09-16",0.00876372609248276
"1997-09-17",-0.000218508677196672
"1997-09-18",0.00562388711108668
"1997-09-19",0.00204598148209749
"1997-09-22",0.000847421149988595
"1997-09-23",0.00124217107507488
"1997-09-24",0.000385108888753366
"1997-09-25",-0.00184167524428707
"1997-09-26",0.00646884727214707
"1997-09-29",0.00965205581836882
"1997-09-30",-0.00675188600951394
"1997-10-01",0.00322149331816274
"1997-10-02",0.00216842741338338
"1997-10-03",0.00943897355410452
