"","FTSE100_returns_1984-05-08","Nikkei225_returns_1990-09-27","SP500_returns_1982-04-23","US_2Y_Note_returns_1990-06-26","US_30Y_returns_1977-08-24","AUD_returns_1987-01-15","CHF_returns_1975-02-18","GBP_returns_1975-02-18","Copper_returns_1959-07-07","Cotton_returns_1972-08-24","Brent_Crude_returns_1993-03-19","Heating_Oil_returns_bereinigt_1979-03-08","Natural_Gas_returns_1990-04-05","Gold_returns_1975-01-03","Platinum_returns_1969-01-06","Long_Gilt_returns_1990-08-21","US_5Y_Note_returns_1988-05-24","US_10Y_returns_1982-05-05"
"2014-05-16",0.023076389412058,-0.0903864865860108,0.194778072774021,-0.498722451909451,-0.458180928484075,-0.00709136961843547,-0.0872245044162942,0.0381097704696754,0.0870926623502792,-0.0522378120061349,0.171433840835066,-0.0727901331210637,-0.0519694164934546,-0.0168022983527633,0.101671504207136,0.328352862116558,-0.00533790226863751,1.39622820109153
"2014-05-17",0.0231398510361006,-0.090362797764532,0.194948474048308,-0.498893949868362,-0.45572607223129,-0.00703587187039237,-0.0881469439487978,0.0391799377008183,0.0870024422548361,-0.052569104127986,0.171921748711449,-0.0731039245772048,-0.0521147994529207,-0.0164602271916502,0.101313434317924,0.325748722642295,0.00439326412677461,1.38676581619463
"2014-05-18",0.0228761029689974,-0.0901925177241477,0.195008843162603,-0.499981250942174,-0.45343057381611,-0.00691470517205372,-0.0890039459374679,0.0403557596866206,0.0868979516512735,-0.0528333964596496,0.172258513418073,-0.0733430272155687,-0.0522201373715891,-0.0162491351442492,0.100923087079123,0.325894233922637,0.0143844435631453,1.37556975433054
"2014-05-19",0.0226128218269489,-0.0900212103154428,0.195065856470761,-0.501032366622901,-0.451133117141975,-0.00679382606683842,-0.0898569655464817,0.0415275485974964,0.0867923215041575,-0.0530960188242164,0.172591408371179,-0.0735801926734451,-0.0523242996181952,-0.0160383850269393,0.100532201982401,0.326034206033366,0.0243387993468418,1.36438121770328
"2014-05-20",0.0224000345410747,-0.0903205862819469,0.19562351986726,-0.50672812616603,-0.456775421818943,-0.00804963134385976,-0.0898276322356025,0.0415926865360439,0.0870475776878816,-0.0533388093546665,0.172355040115967,-0.0737502421955507,-0.0520478866360395,-0.0158931353734668,0.100609567608815,0.324530534940151,0.037382580956606,1.36518992915231
"2014-05-21",0.0222946018217358,-0.0905214344516961,0.195600462207461,-0.512450568292414,-0.460650219261234,-0.00996292030554644,-0.0907780676822036,0.04349064857565,0.0869500441430542,-0.0533044981489008,0.172717204562901,-0.0739148665168451,-0.0518295919304053,-0.0154817284601329,0.100721159250236,0.32164675658536,0.0432740251514545,1.37219899275153
"2014-05-22",0.0220784741492618,-0.0898073708027461,0.195668485454328,-0.512130549594207,-0.464968521679301,-0.0112424575356983,-0.0915535540588937,0.0458235604627542,0.0863093334231288,-0.0530994232496394,0.173102469292983,-0.0741567793200383,-0.0519666612224322,-0.0160618579831937,0.101137779050451,0.320070257914416,0.0425123203222708,1.37828449537656
"2014-05-23",0.0218132385413483,-0.0887879738951031,0.195167157254218,-0.501941584129724,-0.461899676591244,-0.0119856874472032,-0.0912232371990899,0.0449595521056513,0.0864004266347101,-0.0538798021931718,0.172700382276698,-0.0737803383998998,-0.0522635233935808,-0.0156613458542715,0.101798001393915,0.31938823079487,0.0340729545130248,1.37512322558885
"2014-05-24",0.0211571586241277,-0.0878748426541949,0.195024821468919,-0.509059490963638,-0.458169774270596,-0.010816876199188,-0.0910020308716011,0.0435476492793216,0.0870165490292194,-0.0546484804461518,0.172791091576011,-0.0738250202651682,-0.0521257707631863,-0.0154302906315945,0.100605568891908,0.320493516295948,0.0511601924138649,1.361156029486
"2014-05-25",0.0208148776272641,-0.0870527452674477,0.194899486672514,-0.515540856531201,-0.454269977883604,-0.00970426782904727,-0.0907898423381986,0.0420548476973706,0.0876277534202847,-0.0554615843366051,0.172953324681007,-0.0739053157476605,-0.0520064418329107,-0.0151056937720856,0.0994127121478123,0.319792384443851,0.0681678301763124,1.34811350867234
