"","FTSE100_returns_1984.05.08","Nikkei225_returns_1990.09.27","SP500_returns_1982.04.23","US_2Y_Note_returns_1990.06.26","US_30Y_returns_1977.08.24","AUD_returns_1987.01.15","CHF_returns_1975.02.18","GBP_returns_1975.02.18","Copper_returns_1959.07.07","Cotton_returns_1972.08.24","Brent_Crude_returns_1993.03.19","Gas_Oil_returns_bereinigt_1989.12.13","Heating_Oil_returns_bereinigt_1979.03.08","Natural_Gas_returns_1990.04.05","Gold_returns_1975.01.03","Palladium_returns_1977.01.07","Platinum_returns_1969.01.06","Long_Gilt_returns_1990.08.21","US_5Y_Note_returns_1988.05.24","US_10Y_returns_1982.05.05"
"2002-05-10",0.0133701150529127,0,0.024950955580177,0.78721075627804,0,0,0,0.0522297886781701,0.00445178112583617,0,0.0233470246817292,0,0,0,0,0.0161347019276269,0.0214656737903207,0.0568392028851872,0,0
"2002-05-13",0.0135221490598643,0,0.0261735339466313,0.784273658355416,0,0,0,0.0506677323493432,0.00391672455862666,0,0.0232544149594232,0,0,0,0,0.0159938319354944,0.0221385523794823,0.0600594024557188,0,0
"2002-05-14",0.0144213474920072,0,0.0286104116423911,0.780038127395508,0,0.00155536386523042,0,0.050431905785634,0.00514570190751779,0,0.0242210309113523,0,0,0,0,0.0163683998019579,0.022529463718157,0.0566782474802437,0,0
"2002-05-15",0.0142851571501149,0,0.0275240787918094,0.781040669041561,0,0.000509774177127869,0,0.0511775839997154,0.00529379414478482,0,0.0236937318963265,0,0,0,0,0.016538017058825,0.0222065007213305,0.0577306930184046,0,0
"2002-05-16",0.0135948177646605,0,0.0273551051733333,0.7810519175537,0,0.000239177328436575,0,0.0515469212327441,0.0048087595108475,0,0.0235087645614089,0,0,0,0,0.0164877241219791,0.0221556185649209,0.0592511941879686,0,0
"2002-05-17",0.0136531737607763,0,0.0276896268805061,0.77970619922133,0,0.00457075142494775,0,0.0499865147398133,0.00386555957899914,0,0.0237493072812283,0,0,0,0,0.0165292216644308,0.0218374645287861,0.0584121809191824,0,0
"2002-05-20",0.0129923465493369,0,0.0269262482822779,0.779883910150022,0,0.00363939435892441,0,0.050604615392144,0.00316457599253848,0,0.0232762901762062,0,0,0,0,0.0169358099514862,0.0222191460878601,0.060357663059204,0,0
"2002-05-21",0.0130260291089429,0,0.0271041475398004,0.780499519647192,0,0.00385076302034067,0,0.050182727255892,0.00256847038432586,0,0.0228096782659638,0,0,0,0,0.0164501208200235,0.0225902295869927,0.0609183143705263,0,0
"2002-05-22",0.0134437484895834,0,0.0269703113766774,0.781909753929277,0,0.00367980050007656,0,0.0499248724868026,0.00290183537777991,0,0.0231614054657284,0,0,0,0,0.0158773850311532,0.0220690276933437,0.0600618596495779,0,0
"2002-05-23",0.0134306335830686,0,0.0275170281372625,0.779671255091114,0,0.00297728278505748,0,0.0510414349116257,0.00263294019508123,0,0.0224389478286104,0,0,0,0,0.0155632032976005,0.0220449989022481,0.0626822752683317,0,0
"2002-05-24",0.0135001888746579,0,0.0275384463850599,0.779574670120243,0,0.00291995218231066,0,0.0510555470596492,0.00262425543053446,0,0.0223926642274237,0,0,0,0,0.0155039715907083,0.0221042193183893,0.0627860848110236,0,0
"2002-05-27",0.0139799550999602,0,0.0269216554045789,0.781829695997906,0,0.00129650874620769,0,0.0515499548926059,0.00332153116244734,0,0.0223096129006431,0,0,0,0,0.015409136139774,0.0221531311214037,0.0612288185344731,0,0
"2002-05-28",0.013434460225057,0,0.0270988961850363,0.780755827397522,0,0.0027396519524171,0,0.05108829993124,0.00286722527086947,0,0.022440365330468,0,0,0,0,0.0157966780547605,0.0221057285789991,0.0616728670736309,0,0
"2002-05-29",0.0129533938538282,0,0.0258827383224595,0.783450535416807,0,0.00347872095744057,0,0.0504729415735171,0.00284416582256335,0,0.022809160012457,0,0,0,0,0.0159178467583116,0.0215806295735463,0.0606098677090698,0,0
"2002-05-30",0.0146066316836325,0,0.0229812414326626,0.788890669071531,0,0.00304565356350401,0,0.0496070665314826,0.00515731031020763,0,0.0215634292968565,0,0,0,0,0.0140496713049552,0.0245057703508978,0.0555925564542701,0,0
"2002-05-31",0.0145522148801544,0,0.0230458706870207,0.788904886088872,0,0.00304932553267398,0,0.0496379501910495,0.00525934920889097,0,0.021576469335384,0,0,0,0,0.0140353938305741,0.0245213757914861,0.0554171644538946,0,0
"2002-06-03",0.0135033760276734,0,0.0219014212020499,0.788530135952769,0,0.0063869610784236,0,0.0493860825274214,0.00730147861911566,0,0.0219244522691446,0,0,0,0,0.0138371797110746,0.0241220367285563,0.053106875883772,0,0
"2002-06-04",0.0137437406745854,0,0.0229800305305963,0.787098465886971,0,0.00532556731858996,0,0.0488065736422092,0.00679076372522418,0,0.0219898525887107,0,0,0,0,0.0137472692758197,0.0255507890945523,0.0539669472627409,0,0
"2002-06-05",0.0137407091772122,0,0.0230028998025521,0.787124339948254,0,0.00527123288799938,0,0.0488206755854271,0.0067951549882415,0,0.0220013669577467,0,0,0,0,0.01375372172455,0.0255425879819757,0.0539473109460409,0,0
"2002-06-06",0.0138205516009582,0,0.0226529669306245,0.787348450264285,0,0.00560260558219686,0,0.0486509678457108,0.00667596012795543,0,0.0219195692562924,0,0,0,0,0.0137270270631113,0.0255695531774873,0.0540323481513781,0,0
"2002-06-07",0.0137409075702962,0,0.0229574689816547,0.78711554070326,0,0.00534093088278931,0,0.0487980536306696,0.00678064376059758,0,0.0219843780524121,0,0,0,0,0.0137455609248473,0.0255527611899696,0.0539837543035043,0,0
"2002-06-10",0.0134895663956473,0,0.0210615225401879,0.78965026769752,0,0.00612819840705229,0,0.0493461560914397,0.00665458935122394,0,0.0215778832429948,0,0,0,0,0.0138296202237765,0.0241549039565832,0.0541072920935746,0,0
"2002-06-11",0.0139830034775054,0,0.0196281257193859,0.789905218922757,0,0.00943352444124889,0,0.0501204692191104,0.00633924418541776,0,0.0207023241388164,0,0,0,0,0.0136446267380431,0.0222938459590483,0.053949617198667,0,0
"2002-06-12",0.0139709008486503,0,0.0196251163902085,0.789968275566228,0,0.00940734206187854,0,0.0500178662733447,0.0063495823516803,0,0.0207184206536916,0,0,0,0,0.013650165036105,0.0223029168034309,0.0539894140147823,0,0
"2002-06-13",0.0134953921637121,0,0.0195055215503852,0.791540046210651,0,0.00603205815649649,0,0.0499083717581052,0.00509155062498278,0,0.0219465119216909,0,0,0,0,0.0134099157150473,0.0242558388664611,0.0548147930324678,0,0
"2002-06-14",0.0131876743746269,0,0.0208824067310413,0.790818290716434,0,0.00493922107931352,0,0.0489665076920042,0.00595855867025842,0,0.0221364493272061,0,0,0,0,0.0138067986708517,0.024733054301377,0.0545710384368874,0,0
"2002-06-17",0.0132695947662115,0,0.0229817997706811,0.78842837331444,0,0.00400561372477548,0,0.0493730833160944,0.00579743420013841,0,0.0217189365098554,0,0,0,0,0.0138195253011581,0.0250178082087552,0.0555878308878907,0,0
"2002-06-18",0.013456894643526,0,0.0218391406608756,0.786876436286787,0,0.00515879701621161,0,0.0519108201411435,0.00484674048984025,0,0.0216312371695572,0,0,0,0,0.01366152790434,0.0247539496954332,0.0558644559922854,0,0
"2002-06-19",0.0134085768048023,0,0.0213240287034898,0.788832826921725,0,0.00528938017343145,0,0.0505226069253539,0.0047570046894484,0,0.0216680405794301,0,0,0,0,0.0137191049158706,0.0246998887048143,0.0557785415816346,0,0
"2002-06-20",0.013043081005776,0,0.0197713514340989,0.788213792484447,0,0.00592839632756196,0,0.0537381037741014,0.00443745759632718,0,0.0220362932139489,0,0,0,0,0.0133230328211747,0.0239618803378936,0.0555466110046705,0,0
"2002-06-21",0.0129060184402698,0,0.0189951942990755,0.788240634175776,0,0.00740875132805104,0,0.0556097808504859,0.00384838595218997,0,0.0218882227687792,0,0,0,0,0.0139506845052697,0.0210381761424738,0.0561141515376294,0,0
"2002-06-24",0.0136428419946227,0,0.0193993582341925,0.786681861602412,0,0.00599407421228447,0,0.0553001981908668,0.0040247835761494,0,0.0218232450178832,0,0,0,0,0.013139047009749,0.0236893539505502,0.0563052362112902,0,0
"2002-06-25",0.0135377758447174,0,0.0187098815222976,0.788102142579253,0,0.00676863557090594,0,0.0549184747906933,0.00422789127508635,0,0.0217519451917134,0,0,0,0,0.013131042458418,0.0234599423331307,0.055392268433784,0,0
"2002-06-26",0.0136027652103621,0,0.0192479459418453,0.786514767607777,0,0.0059791033924718,0,0.0556590397844349,0.00405878604112603,0,0.0218639924281931,0,0,0,0,0.0131908086735669,0.0234822824028126,0.0564005085174098,0,0
"2002-06-27",0.0129050268583579,0,0.0195161436647233,0.787063581549186,0,0.00717137269994916,0,0.0561698782812249,0.00408834135622776,0,0.0220315274861347,0,0,0,0,0.0139533682956284,0.0211798025278743,0.0559209572806935,0,0
"2002-06-28",0.0129093628953415,0,0.0193921900949741,0.786646956936207,0,0.0071224647271987,0,0.0566474804407991,0.0042821988193862,0,0.0220877052253232,0,0,0,0,0.0139600084735729,0.0212715850664327,0.0556800473207643,0,0
"2002-07-01",0.0127709884600006,0,0.0186051921851526,0.787848776141516,0,0.00779717219319541,0,0.0567493118062756,0.00452826018899293,0,0.0220923056083125,0,0,0,0,0.0139560833482874,0.0207920750690996,0.0548598349991672,0,0
"2002-07-02",0.0123645430087517,0,0.0151164871899096,0.791933448161225,0,0.00916491153418841,0,0.0576323786792844,0.00311849471640714,0,0.021974754476866,0,0,0,0,0.0143479533973541,0.0177938036844499,0.0565532251515638,0,0
"2002-07-03",0.0123141386558735,0,0.0150002541186423,0.792758503200001,0,0.00895435624490447,0,0.0572444280480501,0.00328650306739837,0,0.0218492481377092,0,0,0,0,0.0144013907213702,0.0175800183469468,0.0566111594591043,0,0
"2002-07-04",0.0123650979297625,0,0.015623963041879,0.793700773482763,0,0.00888469908342614,0,0.0562253047487369,0.00332706408792087,0,0.0217055650157656,0,0,0,0,0.0142889499001158,0.0180931753449195,0.0557854073647111,0,0
"2002-07-05",0.0128093378887396,0,0.0195292738859859,0.789254495917282,0,0.00697310473136215,0,0.0555198784793376,0.0040267288513565,0,0.0221360039143789,0,0,0,0,0.0140627900934037,0.0208389809157535,0.0548494053224003,0,0
"2002-07-08",0.0125667411887174,0,0.0149722016624524,0.79441391518266,0,0.0101444239828059,0,0.0578768010148018,0.0025355385724884,0,0.0215496448059481,0,0,0,0,0.0144363028186365,0.0164249249944948,0.0550795057769949,0,0
"2002-07-09",0.0125667411887174,0,0.0149722016624524,0.79441391518266,0,0.0101444239828059,0,0.0578768010148018,0.0025355385724884,0,0.0215496448059481,0,0,0,0,0.0144363028186365,0.0164249249944948,0.0550795057769949,0,0
"2002-07-10",0.0125108631146877,0,0.0144327713772684,0.794811682251682,0,0.0101905676176598,0,0.0575352851735856,0.00256288933276734,0,0.021509355448908,0,0,0,0,0.014447452761987,0.0163852124548731,0.0556139204665815,0,0
"2002-07-11",0.0120812848878324,0,0.0139039046397869,0.794886915102447,0,0.00882517478280727,0,0.0591364544852196,0.00279149999011255,0,0.0216433331644329,0,0,0,0,0.014638360054239,0.0161165213107759,0.0559765515823468,0,0
"2002-07-12",0.0120799358117696,0,0.0141379457927659,0.795109808857945,0,0.00879437602668937,0,0.0587444934563971,0.0025747076925694,0,0.0218903206345062,0,0,0,0,0.0146783953882483,0.0161781975701835,0.0558118187689259,0,0
"2002-07-15",0.0112286069964424,0,0.0157718900044087,0.790913117901864,0,0.00685072936451464,0,0.060221945486215,0.00328673967339799,0,0.0222440316997261,0,0,0,0,0.0142953479411941,0.018607677710071,0.0565799132221664,0,0
"2002-07-16",0.0106524292864543,0,0.0143141413919227,0.794896587444334,0,0.00728772262522528,0,0.05914755068665,0.0025397303322655,0,0.0223196615497257,0,0,0,0,0.0159409024206098,0.0147911006465677,0.0581101736162456,0,0
"2002-07-17",0.0112172191402513,0,0.0141067678926486,0.794562604948657,0,0.00683563961889316,0,0.0599354127321011,0.00271861745427464,0,0.0226026057562799,0,0,0,0,0.0151525384385358,0.0159814582774063,0.0568871357409527,0,0
"2002-07-18",0.0120139724655843,0,0.0125765256274576,0.795219657865991,0,0.00898158083947575,0,0.0601639034295858,0.00281790571545343,0,0.0222018369528769,0,0,0,0,0.014996679280045,0.0141464014404287,0.0568815363831016,0,0
"2002-07-19",0.011418182585935,0,0.0119682210991208,0.795342098890236,0,0.0102539173836275,0,0.0604461548420357,0.00239586203840428,0,0.021687256172378,0,0,0,0,0.0153221319203487,0.0126516795153716,0.0585144955525429,0,0
"2002-07-22",0.0103495692901323,0,0.0123386763406055,0.79594865719824,0,0.00897005810564112,0,0.0607129449077325,0.00172500623006534,0,0.0218020535343851,0,0,0,0,0.0162992678781054,0.0125328215219285,0.0593209449931637,0,0
"2002-07-23",0.0102212156444708,0,0.0119566382179309,0.799431671947751,0,0.00810156339115804,0,0.0593869020234207,0.00200227655484455,0,0.0211469878295273,0,0,0,0,0.01609408836213,0.0130357336442328,0.058622922384534,0,0
"2002-07-24",0.00987690668617363,0,0.0121819424824891,0.799926277508383,0,0.00666931570981045,0,0.0598035158397848,0.0022826862028261,0,0.0213235496457569,0,0,0,0,0.0162102722976924,0.0133631727032585,0.0583623609238247,0,0
"2002-07-25",0.0107354235402579,0,0.0118371946861285,0.79826226797146,0,0.00982602779610252,0,0.0583231030170531,0.00184249538328707,0,0.0212694988158306,0,0,0,0,0.0163045071131002,0.0126239945702206,0.058975487106559,0,0
"2002-07-26",0.0106446839732013,0,0.0121530294300086,0.803887173019733,0,0.00883094955687238,0,0.0559399853369636,0.00152784327678262,0,0.0212072164910065,0,0,0,0,0.0162902862909459,0.0132950074650711,0.056223825159415,0,0
"2002-07-29",0.0119193044546175,0,0.0118271699644395,0.800461702977822,0,0.00947181055121671,0,0.0565976221476318,0.00182232414018506,0,0.021035893465826,0,0,0,0,0.0161508976466196,0.013277207526694,0.0574360671249478,0,0
"2002-07-30",0.0123597818542787,0,0.0126747505700887,0.79739333271739,0,0.00840833705354663,0,0.0587868432485726,0.0024966352368818,0,0.0214283263714294,0,0,0,0,0.014853768253284,0.0146595898367205,0.0569386348578077,0,0
"2002-07-31",0.0123329649424291,0,0.012323556834343,0.796475979896483,0,0.00736806699651301,0,0.0608474320451908,0.00266920907120253,0,0.021737265466562,0,0,0,0,0.0151931064761833,0.0136832457077803,0.0573691725633133,0,0
"2002-08-01",0.0106233798442863,0,0.0120962942167643,0.798579760771259,0,0.00927975956733285,0,0.0584078197761555,0.00191852319980098,0,0.0212626085015033,0,0,0,0,0.0161354090085884,0.0128617598393382,0.0588346852749708,0,0
"2002-08-02",0.0106364672914082,0,0.0122338134892542,0.799652390309023,0,0.0089430930418516,0,0.056649416015205,0.00208289309500986,0,0.0215514971312122,0,0,0,0,0.0163095680651759,0.0132035600154951,0.0587373015463648,0,0
"2002-08-05",0.0106489703412376,0,0.0116251682718485,0.800191183462594,0,0.00580142383215932,0,0.0596465176446607,0.00169731002763207,0,0.0211580104670625,0,0,0,0,0.0161898030833699,0.0133772157971542,0.0596643970722817,0,0
"2002-08-06",0.0106399761266651,0,0.0122902097549462,0.80000877558639,0,0.00896587006474216,0,0.0562452113545405,0.00206678595010224,0,0.0215198360122047,0,0,0,0,0.0162767914134337,0.013341671087907,0.0586448726490681,0,0
"2002-08-07",0.0106377449685548,0,0.0122472389671215,0.799757107006968,0,0.0089102255833154,0,0.0564777498163744,0.00209893989594337,0,0.0215797002174708,0,0,0,0,0.0163265705442994,0.01323692865261,0.058727794347342,0,0
"2002-08-08",0.0109255079166125,0,0.0128774106982733,0.797415287444208,0,0.00887696830793751,0,0.0574893830666807,0.00238602359823403,0,0.0216936821466283,0,0,0,0,0.0160774565327477,0.0137502780234347,0.0585080022652437,0,0
"2002-08-09",0.0131085572505213,0,0.015947549499645,0.791243766545644,0,0.00661925216473625,0,0.0562547407402047,0.00185641859620955,0,0.0217283012346277,0,0,0,0,0.0144682970540486,0.019457907153387,0.0593152097609755,0,0
"2002-08-12",0.0121966286358432,0,0.0139536867914106,0.794890504338534,0,0.00853730189223215,0,0.056861002894341,0.00172834669267737,0,0.0223900375445285,0,0,0,0,0.0145861223678192,0.0176100278643343,0.0572463409782797,0,0
"2002-08-13",0.012184903163903,0,0.0116341556475495,0.796230407612035,0,0.00691826971413188,0,0.0575496789843525,0.000807845767119727,0,0.0219302724085225,0,0,0,0,0.0146888858217477,0.018448434112325,0.0596071467683128,0,0
"2002-08-14",0.0123280717276934,0,0.0167559569003208,0.788192454142301,0,0.0046712585245466,0,0.0575647623293544,0.00162570475984413,0,0.0231239822943694,0,0,0,0,0.0146260564044944,0.0205683297771581,0.0605434231399178,0,0
"2002-08-15",0.013194314410749,0,0.017514947125544,0.786009420791423,0,0.00613605194216603,0,0.0566949249118519,0.00183311920246524,0,0.0232071977100012,0,0,0,0,0.0143592513724293,0.0208585706381866,0.0601922018951835,0,0
"2002-08-16",0.0130469157812546,0,0.0176305911767645,0.786155103260363,0,0.00678764405629304,0,0.0564388903397705,0.001653026593982,0,0.0232917584239852,0,0,0,0,0.014407147113571,0.0206777138113109,0.0599112094427055,0,0
"2002-08-19",0.013199923909332,0,0.0177427686827029,0.789099589426946,0,0.00602882581818555,0,0.0548775890510112,0.00143374218467979,0,0.0234553257175696,0,0,0,0,0.0147209646181425,0.0200875289541096,0.0593537416373208,0,0
"2002-08-20",0.0129573372233953,0,0.0173764614743137,0.789403867787723,0,0.0066787879232977,0,0.0544634345894401,0.00201074718044762,0,0.0235004588879649,0,0,0,0,0.0146802723676354,0.0200406541004935,0.0588879784652891,0,0
"2002-08-21",0.0130196540798021,0,0.0175531999309866,0.791179927066563,0,0.00630866042898347,0,0.0539721369303443,0.00158045149782168,0,0.0237657100692743,0,0,0,0,0.0148349220149486,0.0194916159746447,0.0582937220066309,0,0
"2002-08-22",0.0129666812772749,0,0.0174809889809266,0.789683978962904,0,0.00655593543422564,0,0.0538220832049077,0.00205109070019486,0,0.0237775796238675,0,0,0,0,0.0147509733115176,0.0200484007379886,0.0588622877661925,0,0
"2002-08-23",0.0128309617529928,0,0.0169040242987832,0.792792317379177,0,0.0069146958407201,0,0.0529650417506803,0.00196270310497449,0,0.0233644050029293,0,0,0,0,0.0147166972578779,0.0197236802467508,0.0578254733651142,0,0
"2002-08-26",0.0129311780979715,0,0.0173930974753523,0.790299781043509,0,0.00662545761370594,0,0.0536004879169526,0.00206404557204334,0,0.0237821417987158,0,0,0,0,0.0147656476185037,0.019920929412833,0.0586172334504129,0,0
"2002-08-27",0.0129596676643943,0,0.0174341416800968,0.789510547216114,0,0.0065883773561771,0,0.0539161214590367,0.00204762059240102,0,0.0237995099872688,0,0,0,0,0.0147557360654035,0.0200274385492952,0.0589608394298127,0,0
"2002-08-28",0.0128507042737308,0,0.0170504724060883,0.784950325533764,0,0.00642809482500537,0,0.0575200587154235,0.00179258796488162,0,0.0235498404652127,0,0,0,0,0.014612316927364,0.02036207413018,0.0608835247583497,0,0
"2002-08-29",0.0128101855523519,0,0.0165125796201394,0.785276132277953,0,0.00647351199888391,0,0.057787598493451,0.00168205029582512,0,0.0235081390902062,0,0,0,0,0.0145819928894769,0.0203688258725046,0.0609989839092082,0,0
"2002-08-30",0.0127198135409396,0,0.0161886495632359,0.786839035013804,0,0.00680286722617015,0,0.0577759021135988,0.00176169752793585,0,0.023534613236114,0,0,0,0,0.0145295858101764,0.0204123963382403,0.0594354396297845,0,0
"2002-09-02",0.0128101855523519,0,0.0165125796201394,0.785276132277953,0,0.00647351199888393,0,0.0577875984934511,0.00168205029582513,0,0.0235081390902062,0,0,0,0,0.014581992889477,0.0203688258725046,0.0609989839092082,0,0
"2002-09-03",0.0114650297408007,0,0.0119720572877189,0.796206031758417,0,0.00731939857756416,0,0.0594896065696412,0.00244619265643928,0,0.0224110461439464,0,0,0,0,0.0150555538711636,0.0154040285605697,0.0582310548337394,0,0
"2002-09-04",0.0106459263929025,0,0.0139371977282666,0.794050289261899,0,0.005340377043516,0,0.0611521135937177,0.00233117725256474,0,0.0233560143220066,0,0,0,0,0.0153533343116263,0.0155326438666807,0.0583009262268202,0,0
"2002-09-05",0.0105387868840694,0,0.013554881843951,0.794532377341616,0,0.00476382247410412,0,0.0605293981148533,0.00208625657319448,0,0.0232947740218943,0,0,0,0,0.0155530007614756,0.0161510502845952,0.0589956517002464,0,0
"2002-09-06",0.0111465821191897,0,0.0142372321431117,0.792840333585152,0,0.0049234021648593,0,0.0608532225465906,0.00253843791974374,0,0.0235854828766424,0,0,0,0,0.0151563796492553,0.0164692671169855,0.05824965987847,0,0
"2002-09-09",0.0112750272435687,0,0.014406426220667,0.791450136183145,0,0.00533100727237215,0,0.0607646126309323,0.00263977635036486,0,0.0237330723793654,0,0,0,0,0.0151333227673671,0.0166495608181845,0.0586170581340327,0,0
"2002-09-10",0.0113302006026422,0,0.0144791032151362,0.790852979531113,0,0.00550609327167148,0,0.0607265504100598,0.00268330608064963,0,0.0237964691697737,0,0,0,0,0.0151234187275704,0.0167270056348955,0.0587748733564879,0,0
"2002-09-11",0.0113302006026422,0,0.0144791032151362,0.790852979531113,0,0.0055060932716715,0,0.0607265504100599,0.00268330608064963,0,0.0237964691697737,0,0,0,0,0.0151234187275704,0.0167270056348955,0.0587748733564879,0,0
"2002-09-12",0.0108507773784307,0,0.0139706020171136,0.793127368447307,0,0.00500050712044272,0,0.0609294082402795,0.00267527546947265,0,0.0233965771795193,0,0,0,0,0.0153046444797226,0.0163343858971589,0.0584104537705534,0,0
"2002-09-13",0.0107660941521561,0,0.0134600598808191,0.794633094772435,0,0.00503448073050576,0,0.0600729894549418,0.00247241976228824,0,0.0234294404274598,0,0,0,0,0.0152509157939435,0.0164874808838412,0.0583930241416094,0,0
"2002-09-16",0.011297862867762,0,0.0136481099607587,0.795115533603431,0,0.00693303690180051,0,0.0562433204174079,0.00169405475663387,0,0.0240554855302272,0,0,0,0,0.0150572161767776,0.0171996625438208,0.0587557172413801,0,0
"2002-09-17",0.0102810430076964,0,0.0135028052893296,0.795118247026276,0,0.00651651176939539,0,0.0585267122180873,0.00232654829222441,0,0.0230296166556378,0,0,0,0,0.0162585518899412,0.0146398795341242,0.059800084317288,0,0
"2002-09-18",0.0102664668713508,0,0.013494050963965,0.795074707142028,0,0.00646030103619629,0,0.0586503333834589,0.00235328772303537,0,0.0230166703019202,0,0,0,0,0.0162639147553852,0.0146225366160989,0.0597977312065612,0,0
"2002-09-19",0.0103477443072759,0,0.0107205539446489,0.795409861002157,0,0.00404608715808416,0,0.0591274220563688,0.0010355697972969,0,0.0233219799832762,0,0,0,0,0.0151335636541403,0.017908958754405,0.0629482593423464,0,0
"2002-09-20",0.0103161940735859,0,0.0106573374579972,0.7959649544514,0,0.0040363712080406,0,0.0589577801275487,0.00103991729181418,0,0.0232974788993357,0,0,0,0,0.0151408911077926,0.0178356091282487,0.0627534662542361,0,0
"2002-09-23",0.0100364782023471,0,0.0105661114104876,0.800890587660658,0,0.00530640720560244,0,0.0544268708651,0.000894584481925612,0,0.0240215829438618,0,0,0,0,0.0152265112251014,0.0180478926345622,0.0605829733703537,0,0
"2002-09-24",0.0101087286059122,0,0.0107091990551286,0.79607175669425,0,0.00374483575555577,0,0.0590882450424984,0.000956486672032834,0,0.0234893938090853,0,0,0,0,0.0151527929576739,0.0179423451527073,0.0627362162551554,0,0
"2002-09-25",0.0102389879826421,0,0.010656174601528,0.796117736710525,0,0.00399475613321822,0,0.0590025271854663,0.00102650566242333,0,0.0233496328886304,0,0,0,0,0.0151448047990531,0.0178196849861944,0.0626491890503194,0,0
"2002-09-26",0.0107198221198094,0,0.0127985111964206,0.794511772387803,0,0.00422349825250178,0,0.0601317057825949,0.00210473024441149,0,0.0233971944763672,0,0,0,0,0.0151231309556306,0.0174074145515058,0.0595822200329553,0,0
"2002-09-27",0.0103130214115945,0,0.0103458769401513,0.797087907177127,0,0.00425916376635513,0,0.0588476471258869,0.00103655985253072,0,0.0233532352650908,0,0,0,0,0.0151158557332291,0.0177955706850784,0.0618451620429565,0,0
"2002-09-30",0.0101831738446312,0,0.0100298483193994,0.796724547726985,0,0.00420076138410014,0,0.0586911939661015,0.00079392353556154,0,0.0232763184474195,0,0,0,0,0.0151444671977193,0.0177522935507393,0.0632034720273436,0,0
"2002-10-01",0.0104915439312233,0,0.0126049618731941,0.793604680038072,0,0.00297495788421837,0,0.059995703596359,0.00140075599107373,0,0.0238290564505071,0,0,0,0,0.0148784543055799,0.0188174855201398,0.0614024004096328,0,0
"2002-10-02",0.0107224526624004,0,0.0105061323846108,0.795012585159238,0,0.00333688943303125,0,0.0590418212265038,0.000764280690515834,0,0.023560897157721,0,0,0,0,0.0147473635474673,0.0190305545818543,0.0632770231566576,0,0
"2002-10-03",0.0106894447528143,0,0.00965583390547755,0.79907445910425,0,0.00500400677678522,0,0.0582884439899946,0.00116830902705971,0,0.0230758135518694,0,0,0,0,0.0150326681543085,0.0178080557402424,0.0602029649971985,0,0
"2002-10-04",0.0110842733192619,0,0.00841661704599139,0.80267108578381,0,0.00683033284984992,0,0.0567474056513444,0.000891873749011821,0,0.0224223394541596,0,0,0,0,0.0147739270120764,0.0180605803992045,0.0581015647352905,0,0
"2002-10-07",0.0111389553118785,0,0.00740071187630596,0.804287960597205,0,0.00698921431856808,0,0.0551065348628524,0.000774428891977476,0,0.0223725496171922,0,0,0,0,0.0149164405766111,0.0177971552409945,0.0592160487064151,0,0
"2002-10-08",0.0111189845521073,0,0.0074317602395693,0.802459990574044,0,0.0066329155023608,0,0.0536803781047906,0.00160251277608686,0,0.0228865729046096,0,0,0,0,0.014269489155826,0.0198582497615948,0.0600591464290103,0,0
"2002-10-09",0.0100884226386342,0,0.0077170456539224,0.805944948451588,0,0.00532708692544561,0,0.0519376396698964,0,0,0.0235285812050975,0,0,0,0,0.0147791092060416,0.0189792489797597,0.0616979172696146,0,0
"2002-10-10",0.0102372395491789,0,0.0103038095770916,0.803194456509763,0,0.00640794902917538,0,0.0533610903159911,0.000619166936040862,0,0.0230757190453378,0,0,0,0,0.0148993253845384,0.018456347889477,0.0594448957634061,0,0
"2002-10-11",0.0106997228265062,0,0.0135466783512314,0.793491694747373,0,0.0061102387885761,0,0.0571560346110196,0.00194762671950061,0,0.0228643696331103,0,0,0,0,0.0142324060178025,0.0204442579560202,0.0595069703488597,0,0
"2002-10-14",0.0108345438224131,0,0.0136750058396159,0.793768305887066,0,0.00601564856761889,0,0.0566294004260448,0.00148033093677626,0,0.0231925853098566,0,0,0,0,0.0141887753354114,0.0207718689383984,0.0594435349367984,0,0
"2002-10-15",0.012666715738325,0,0.0158546842759387,0.790492477110815,0,0.00692496809964126,0,0.0569603578573864,0.00202636994176202,0,0.0232412094522578,0,0,0,0,0.01418463566547,0.0209817423746508,0.0566668394837525,0,0
"2002-10-16",0.012506105789866,0,0.0144809710374489,0.79162862872366,0,0.00735089212674335,0,0.0578201546308136,0.0017707358132286,0,0.0232858245032978,0,0,0,0,0.0141854386119207,0.0208402294871475,0.0561310192758733,0,0
"2002-10-17",0.0125937726104883,0,0.0159415940704274,0.790823463876158,0,0.00664449565972754,0,0.0564920738690772,0.00236387451091504,0,0.0231764001980399,0,0,0,0,0.0141055524015224,0.0211671277842204,0.056691645019424,0,0
"2002-10-18",0.0125937726104883,0,0.0159415940704274,0.790823463876158,0,0.00664449565972751,0,0.0564920738690772,0.00236387451091508,0,0.0231764001980399,0,0,0,0,0.0141055524015224,0.0211671277842204,0.056691645019424,0,0
"2002-10-21",0.0122107061250413,0,0.0151915031351407,0.793155170350153,0,0.00750674179566212,0,0.0556936848923948,0.00289758517630607,0,0.0225894920309168,0,0,0,0,0.0142539447071038,0.0202563738361769,0.0562447979511045,0,0
