"","FTSE100_returns_1984.05.08","Nikkei225_returns_1990.09.27","SP500_returns_1982.04.23","US_2Y_Note_returns_1990.06.26","US_30Y_returns_1977.08.24","AUD_returns_1987.01.15","CHF_returns_1975.02.18","GBP_returns_1975.02.18","Copper_returns_1959.07.07","Cotton_returns_1972.08.24","Brent_Crude_returns_1993.03.19","Gas_Oil_returns_bereinigt_1989.12.13","Heating_Oil_returns_bereinigt_1979.03.08","Natural_Gas_returns_1990.04.05","Gold_returns_1975.01.03","Palladium_returns_1977.01.07","Platinum_returns_1969.01.06","Long_Gilt_returns_1990.08.21","US_5Y_Note_returns_1988.05.24","US_10Y_returns_1982.05.05"
"1997-04-22",0.128863850890095,0,0.310411689086923,0,0,0.0419124715256676,0,0.144503271431897,0.0868903344476639,0.119834839223946,0.0935348453273731,0,0,0,0,0.0740486980664334,0,0,0,0
"1997-04-23",0.136309647391903,0,0.310243647342963,0,0,0.0434919679393385,0,0.133325922473001,0.0881339772333841,0.121858818776957,0.0940839809030242,0,0,0,0,0.0725520379394291,0,0,0,0
"1997-04-24",0.133227016117842,0,0.308214891929958,0,0,0.0442191345459563,0,0.135886571146306,0.0857052066290285,0.120968211729252,0.095938282551571,0,0,0,0,0.075840685350087,0,0,0,0
"1997-04-25",0.137223883707946,0,0.304195577948668,0,0,0.0407369408436675,0,0.135670694752741,0.0875423875449784,0.121671363181588,0.0941583437169678,0,0,0,0,0.0788008083034433,0,0,0,0
"1997-04-28",0.135491324824415,0,0.305969673150831,0,0,0.0431341197848299,0,0.134308380665765,0.0872445305976706,0.122202613312095,0.0946748256110063,0,0,0,0,0.0769745320533879,0,0,0,0
"1997-04-29",0.135491324824415,0,0.305969673150831,0,0,0.0431341197848299,0,0.134308380665765,0.0872445305976706,0.122202613312095,0.0946748256110063,0,0,0,0,0.0769745320533879,0,0,0,0
"1997-04-30",0.135785436825665,0,0.310568855186889,0,0,0.0444207241209703,0,0.133127961639177,0.088034073189028,0.122139721777922,0.0941606466607666,0,0,0,0,0.0717625805995815,0,0,0,0
"1997-05-01",0.136309647391903,0,0.310243647342963,0,0,0.0434919679393385,0,0.133325922473001,0.0881339772333841,0.121858818776957,0.0940839809030242,0,0,0,0,0.072552037939429,0,0,0,0
"1997-05-02",0.135283316614644,0,0.31320785853881,0,0,0.0436259237697112,0,0.130888540175836,0.0880903012588106,0.121329814387738,0.0949135338141345,0,0,0,0,0.0726607114403163,0,0,0,0
"1997-05-05",0.137853759980858,0,0.31962651680263,0,0,0.0382450566731583,0,0.127263452965908,0.0888175427258861,0.12173081235911,0.0954838317810717,0,0,0,0,0.0709790267113772,0,0,0,0
"1997-05-06",0.145600182176708,0,0.315522093718393,0,0,0.0284010957730345,0,0.131490352433045,0.0900777856495934,0.121798395198514,0.0934302267297354,0,0,0,0,0.0736798683209763,0,0,0,0
"1997-05-07",0.148301156661345,0,0.311932033736296,0,0,0.0371716031673894,0,0.130210358814712,0.0899060765201142,0.119805856244374,0.0929854259536612,0,0,0,0,0.0696874889021081,0,0,0,0
"1997-05-08",0.148887507280738,0,0.314292066087774,0,0,0.0334744107708624,0,0.13010143681076,0.0920284925650127,0.123823495174716,0.0920119722372719,0,0,0,0,0.0653806190728651,0,0,0,0
"1997-05-09",0.150204268410163,0,0.314452565160794,0,0,0.0287686739816143,0,0.129375858974349,0.0918740382258023,0.126018639682255,0.0925670970055793,0,0,0,0,0.0667388585594437,0,0,0,0
"1997-05-12",0.157258145126577,0,0.311020312879333,0,0,0.0283906397097382,0,0.128346359850039,0.0937222199227503,0.126428989863206,0.0912370414141474,0,0,0,0,0.0635962912342084,0,0,0,0
"1997-05-13",0.15676386264639,0,0.31247585218368,0,0,0.0281996552422722,0,0.130543675494748,0.0941053104953583,0.125264188625106,0.0910309322023132,0,0,0,0,0.0616165231101324,0,0,0,0
"1997-05-14",0.154931799565652,0,0.317293102868712,0,0,0.0178980810114106,0,0.134864888898575,0.0946551458151176,0.125446088271473,0.091369927740034,0,0,0,0,0.0635409658290266,0,0,0,0
"1997-05-15",0.154931799565652,0,0.317293102868711,0,0,0.0178980810114107,0,0.134864888898575,0.0946551458151176,0.125446088271473,0.091369927740034,0,0,0,0,0.0635409658290268,0,0,0,0
"1997-05-16",0.156501061182457,0,0.314267252601588,0,0,0.0239529686775368,0,0.131746635888522,0.0944019101533368,0.126190331087273,0.09120057693747,0,0,0,0,0.0617392634718156,0,0,0,0
"1997-05-19",0.146005037741736,0,0.3094958051987,0,0,0.0243566980814621,0,0.134630584977253,0.0922764820661109,0.124665630971852,0.0920251664543875,0,0,0,0,0.0765445945084972,0,0,0,0
"1997-05-20",0.143003516178957,0,0.305401402105016,0,0,0.0223577223138927,0,0.138977581019354,0.0925515904131851,0.121513755164001,0.0932836628201737,0,0,0,0,0.0829107699854201,0,0,0,0
"1997-05-21",0.142114137951752,0,0.306415553003729,0,0,0.0329233923466698,0,0.135638649788753,0.0894661434054527,0.119251921453463,0.0931207091456355,0,0,0,0,0.0810694929045444,0,0,0,0
"1997-05-22",0.150781629049362,0,0.321511502263635,0,0,0.0159849160181592,0,0.120024393512233,0.0949419688414145,0.130401512341508,0.0950739799792596,0,0,0,0,0.0712800979944289,0,0,0,0
"1997-05-23",0.154528412973332,0,0.32765043764708,0,0,0.000571692629985155,0,0.130892603905659,0.0956125901886515,0.131738468282663,0.0962125843354935,0,0,0,0,0.0627932100371366,0,0,0,0
"1997-05-27",0.156913881234788,0,0.324991349620625,0,0,0,0,0.130234369876485,0.0963932680323393,0.132115794235665,0.0944755929773388,0,0,0,0,0.0648757440227592,0,0,0,0
"1997-05-28",0.151830457746806,0,0.326680963733853,0,0,0,0,0.121019891665389,0.0980152437141287,0.131074254503121,0.0947618867195527,0,0,0,0,0.0766173019171488,0,0,0,0
"1997-05-29",0.143595247383291,0,0.324259002616713,0,0,0,0,0.115176670212033,0.0958823756818896,0.132079036576002,0.0989549826955614,0,0,0,0,0.090052684834511,0,0,0,0
"1997-05-30",0.150542193684267,0,0.327003802534121,0,0,0,0,0.123412915468046,0.0976148509762228,0.12999413982724,0.0944962565741271,0,0,0,0,0.076935840935976,0,0,0,0
"1997-06-02",0.141345760535082,0,0.328667402787851,0,0,0,0,0.140069995198918,0.0954989304716108,0.135971604352994,0.0964839362560203,0,0,0,0,0.0619623703975231,0,0,0,0
"1997-06-03",0.139982490823986,0,0.324953258170817,0,0,0.0062344701671402,0,0.140524022792908,0.0959521886633683,0.134822105125109,0.0946799871626635,0,0,0,0,0.0628514770940068,0,0,0,0
"1997-06-04",0.139567251875304,0,0.311855037642694,0,0,0.0245681262418747,0,0.135574105780994,0.0945637060619797,0.127957716208885,0.0913361723955002,0,0,0,0,0.0745778837927693,0,0,0,0
"1997-06-05",0.135685489587196,0,0.30984182676005,0,0,0.0227335905526593,0,0.139586029145502,0.0962289576492396,0.129876881930289,0.0887312886170926,0,0,0,0,0.0773159357579716,0,0,0,0
"1997-06-06",0.14871530433598,0,0.328024837763383,0,0,0,0,0.122885966336129,0.0980984199287386,0.131125124801899,0.0932221611894839,0,0,0,0,0.0779281856443861,0,0,0,0
"1997-06-09",0.154079408644414,0,0.324852536126394,0,0,0,0,0.139696610651217,0.095740929599784,0.128863429390967,0.0915319372300243,0,0,0,0,0.0652351483572,0,0,0,0
"1997-06-10",0.153264904716723,0,0.327942694721701,0,0,0,0,0.13763494865944,0.0974351489866908,0.130695825404948,0.0924105656153259,0,0,0,0,0.060615911895171,0,0,0,0
"1997-06-11",0.146949006569204,0,0.32870400554525,0,0,0,0,0.129847538065571,0.0992385110174298,0.134948994776865,0.0926266983557458,0,0,0,0,0.0676852456699335,0,0,0,0
"1997-06-12",0.146755470258651,0,0.328120517246122,0,0,0,0,0.12844261807558,0.0997564258576581,0.135522082936333,0.0935296491372567,0,0,0,0,0.0678732364883994,0,0,0,0
"1997-06-13",0.150068028774501,0,0.327286283047569,0,0,0,0,0.122109714285419,0.0985927618621739,0.130523014507945,0.0930217311005519,0,0,0,0,0.0783984664218409,0,0,0,0
"1997-06-16",0.14535738258387,0,0.331097400217047,0,0,0,0,0.133394437051649,0.100291733635063,0.134275277944339,0.0929584023270406,0,0,0,0,0.0626253662409905,0,0,0,0
"1997-06-17",0.143133404927939,0,0.334259802993595,0,0,0,0,0.135912691443033,0.100438522229731,0.132605611695472,0.0932566413800728,0,0,0,0,0.0603933253301564,0,0,0,0
"1997-06-18",0.145101697882451,0,0.329862931140911,0,0,0,0,0.140015354884375,0.100175288434693,0.134164583313957,0.0919846700104647,0,0,0,0,0.0586954743331476,0,0,0,0
"1997-06-19",0.140342351359432,0,0.333048814388759,0,0,0,0,0.138505544609153,0.100382445684734,0.135047238604872,0.0930680188331079,0,0,0,0,0.0596055865199416,0,0,0,0
"1997-06-20",0.130893716870751,0,0.340689199351129,0,0,0,0,0.135066095447406,0.100536581368919,0.135878609240831,0.0951041207204568,0,0,0,0,0.061831677000507,0,0,0,0
"1997-06-23",0.131485844884134,0,0.323515038491586,0,0,0,0,0.158301755292519,0.095004758326024,0.135199030094711,0.0928640783811375,0,0,0,0,0.0636294945298877,0,0,0,0
"1997-06-24",0.134235458911067,0,0.325234235515212,0,0,0,0,0.155956810601073,0.0971361438051627,0.135905984252373,0.0929477747654794,0,0,0,0,0.0585835921496336,0,0,0,0
"1997-06-25",0.134152818457918,0,0.321325834803792,0,0,0,0,0.155571226335879,0.0934733728250561,0.136010210293415,0.0936630280081965,0,0,0,0,0.0658035092757432,0,0,0,0
"1997-06-26",0.13450686717425,0,0.321414233120299,0,0,0,0,0.155058567578864,0.0936135861347649,0.136322201758124,0.0935421515922128,0,0,0,0,0.0655423926414844,0,0,0,0
"1997-06-27",0.135007400694696,0,0.3243423748412,0,0,0,0,0.156541373715693,0.0968381319976912,0.135877032492368,0.0930269873856066,0,0,0,0,0.0583666988727458,0,0,0,0
"1997-06-30",0.134610118177252,0,0.324568313275066,0,0,0.00051585208094423,0,0.155733667672827,0.0969454310729475,0.135851275169968,0.0931118168758014,0,0,0,0,0.0583996608263381,0.000263864848855546,0,0,0
"1997-07-01",0.135071169734692,0,0.325049216233347,0,0,0,0,0.155003865970794,0.0970166796192828,0.135991645112335,0.0932914291038953,0,0,0,0,0.0585759942256541,0,0,0,0
"1997-07-02",0.135788506533764,0,0.330619130199538,0,0,0,0,0.142805253617216,0.0982978608723183,0.136820137160386,0.0954491411550362,0,0,0,0,0.0602199704617421,0,0,0,0
"1997-07-03",0.134758350289639,0,0.324513920197405,0,0,0,0,0.156503885626034,0.0969829570596418,0.135922087007143,0.0930078429998292,0,0,0,0,0.0583109568203078,0,0,0,0
"1997-07-04",0.133198254327566,0,0.324218100532702,0,0,0,0,0.159351483474937,0.0973898672707086,0.135812673696161,0.0923606531983718,0,0,0,0,0.0576689674995539,0,0,0,0
"1997-07-07",0.13547049225911,0,0.325227969968445,0,0,0,0,0.162788869631111,0.0948776520490936,0.130023390544761,0.0942319955399981,0,0,0,0,0.0573796300074815,0,0,0,0
"1997-07-08",0.126160755930944,0,0.339277299711785,0,0,0,0,0.167112614121711,0.0955704120650531,0.125914001613407,0.0937068243441105,0,0,0,0,0.0522580922129881,0,0,0,0
"1997-07-09",0.139994401520402,0,0.321814613558509,0,0,0.00317074691556196,0,0.190769718968702,0.090116351986448,0.120376261332811,0.0895113478150415,0,0,0,0,0.0442465579025246,0,0,0,0
"1997-07-10",0.14792083830905,0,0.336006737765844,0,0,0,0,0.194701114247485,0.0930685321067605,0.116213055077983,0.0867981213035456,0,0,0,0,0.0252916011893319,0,0,0,0
"1997-07-11",0.146646684494287,0,0.333957749777923,0,0,0,0,0.196621871205923,0.0888110443562576,0.1126048960313,0.0891957559411341,0,0,0,0,0.0307362763838242,0.00142572180935156,0,0,0
"1997-07-14",0.151419310815222,0,0.331268422207084,0,0,0,0,0.192045400737947,0.0935574540371297,0.11555029002951,0.085693088497535,0,0,0,0,0.0304660336755718,0,0,0,0
